CustomerID,OrderCount,TotalValue,FirstOrderDate,LastOrderDate,AvgQty,CancelledOrders,Country,IsWholesaler,AvgValue,Duration,ValidOrders,IsRepeat,IsLoyal
12347.0,182,4310.0,2010-12-07 14:57:00,2011-12-07 15:52:00,13.505494505494505,0,Iceland,1,23.681318681318682,12,182,0,1
12348.0,31,1797.24,2010-12-16 19:09:00,2011-09-25 13:13:00,75.51612903225806,0,Finland,1,57.97548387096774,9,31,0,1
12349.0,73,1757.55,2011-11-21 09:51:00,2011-11-21 09:51:00,8.643835616438356,0,Italy,1,24.076027397260273,0,73,0,1
12350.0,17,334.4,2011-02-02 16:01:00,2011-02-02 16:01:00,11.588235294117647,0,Norway,1,19.670588235294115,0,17,0,1
12352.0,95,1545.41,2011-02-16 12:33:00,2011-11-03 14:37:00,4.947368421052632,10,Norway,0,16.267473684210525,9,85,0,1
12353.0,4,89.0,2011-05-19 17:47:00,2011-05-19 17:47:00,5.0,0,Bahrain,0,22.25,0,4,1,0
12354.0,58,1079.4,2011-04-21 13:11:00,2011-04-21 13:11:00,9.137931034482758,0,Spain,1,18.610344827586207,0,58,0,1
12355.0,13,459.4,2011-05-09 13:49:00,2011-05-09 13:49:00,18.46153846153846,0,Bahrain,1,35.33846153846154,0,13,0,1
12356.0,59,2811.43,2011-01-18 09:50:00,2011-11-17 08:40:00,26.966101694915253,0,Portugal,1,47.65135593220339,10,59,0,1
12357.0,131,6207.67,2011-11-06 16:07:00,2011-11-06 16:07:00,20.671755725190838,0,Switzerland,1,47.38679389312977,0,131,0,1
12358.0,19,1168.06,2011-07-12 10:04:00,2011-12-08 10:26:00,13.052631578947368,0,Austria,1,61.47684210526315,5,19,0,1
12359.0,254,6245.53,2011-01-12 12:43:00,2011-12-02 11:21:00,6.346456692913386,6,Cyprus,1,24.588700787401574,11,248,0,1
12360.0,129,2662.06,2011-05-23 09:43:00,2011-10-18 15:22:00,9.031007751937985,0,Austria,1,20.63612403100775,5,129,0,1
12361.0,10,189.9,2011-02-25 13:51:00,2011-02-25 13:51:00,9.1,0,Belgium,1,18.990000000000002,0,10,0,0
12362.0,274,5154.58,2011-02-17 10:30:00,2011-12-06 15:40:00,8.072992700729927,8,Belgium,1,18.812335766423356,10,266,0,1
12363.0,23,552.0,2011-04-11 13:29:00,2011-08-22 10:18:00,17.73913043478261,0,Unspecified,1,24.0,4,23,0,1
12364.0,85,1313.1,2011-08-19 15:24:00,2011-12-02 10:22:00,17.71764705882353,0,Belgium,1,15.448235294117646,4,85,0,1
12365.0,23,320.69,2011-02-21 13:51:00,2011-02-21 14:04:00,7.521739130434782,1,Cyprus,1,13.94304347826087,0,22,0,1
12367.0,11,168.9,2011-12-05 16:48:00,2011-12-05 16:48:00,15.727272727272727,0,Denmark,1,15.354545454545455,0,11,0,1
12370.0,167,3545.69,2010-12-14 12:58:00,2011-10-19 14:51:00,14.089820359281438,0,Cyprus,1,21.231676646706585,10,167,0,1
12371.0,63,1887.96,2011-10-11 10:43:00,2011-10-26 10:16:00,9.380952380952381,0,Switzerland,1,29.96761904761905,0,63,0,1
12372.0,52,1298.04,2011-02-16 12:46:00,2011-09-29 12:12:00,15.26923076923077,0,Denmark,1,24.962307692307693,7,52,0,1
12373.0,14,364.6,2011-02-01 13:10:00,2011-02-01 13:10:00,14.071428571428571,0,Austria,1,26.042857142857144,0,14,0,1
12374.0,33,742.9300000000001,2011-11-14 15:37:00,2011-11-14 15:37:00,10.363636363636363,0,Austria,1,22.513030303030305,0,33,0,1
12375.0,18,455.42,2011-09-02 14:23:00,2011-12-07 11:27:00,9.833333333333334,1,Finland,1,25.301111111111112,3,17,0,1
12377.0,77,1628.12,2010-12-20 09:37:00,2011-01-28 15:45:00,12.25974025974026,0,Switzerland,1,21.144415584415583,1,77,0,1
12378.0,219,4008.62,2011-08-02 10:34:00,2011-08-02 10:34:00,11.547945205479452,0,Switzerland,1,18.30420091324201,0,219,0,1
12379.0,41,850.29,2011-06-22 16:32:00,2011-09-19 10:09:00,9.902439024390244,1,Belgium,1,20.738780487804878,3,40,0,1
12380.0,105,2720.56,2011-06-07 09:49:00,2011-11-18 11:27:00,10.723809523809523,1,Belgium,1,25.910095238095238,5,104,0,1
12381.0,91,1803.96,2011-08-12 09:57:00,2011-12-05 12:44:00,8.604395604395604,4,Norway,1,19.823736263736265,4,87,0,1
12383.0,100,1839.31,2010-12-22 14:28:00,2011-06-08 08:02:00,15.29,1,Belgium,1,18.3931,6,99,0,1
12384.0,30,566.16,2011-08-10 11:23:00,2011-11-11 08:39:00,4.033333333333333,3,Switzerland,0,18.872,3,27,0,1
12386.0,10,401.9,2010-12-08 09:53:00,2011-01-06 12:37:00,35.4,0,Australia,1,40.19,1,10,0,0
12388.0,100,2780.66,2011-01-17 11:12:00,2011-11-24 12:30:00,14.62,0,Australia,1,27.8066,10,100,0,1
12390.0,32,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,11.03125,0,Belgium,1,17.1825,0,32,0,1
12391.0,100,460.89,2011-11-18 12:07:00,2011-11-18 12:07:00,3.0,0,Cyprus,0,4.6089,0,100,0,1
12393.0,64,1582.6000000000001,2011-01-11 09:47:00,2011-09-28 15:41:00,12.75,0,Australia,1,24.728125000000002,8,64,0,1
12394.0,27,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,30.333333333333332,0,Belgium,1,47.12888888888889,5,27,0,1
12395.0,159,2998.28,2010-12-03 16:35:00,2011-11-24 12:20:00,13.28930817610063,3,Belgium,1,18.857106918238994,11,156,0,1
12397.0,126,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,10.023809523809524,0,Belgium,1,19.126190476190477,4,126,0,1
12398.0,85,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,16.4,0,Switzerland,1,19.24305882352941,0,85,0,1
12399.0,59,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,19.966101694915253,0,Belgium,1,18.790677966101697,5,59,0,1
12401.0,5,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,2.2,0,Belgium,0,16.86,0,5,1,0
12402.0,11,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,8.545454545454545,0,Belgium,1,20.509090909090908,0,11,0,1
12403.0,6,409.7,2011-10-21 10:51:00,2011-10-21 11:00:00,15.833333333333334,1,Denmark,1,68.28333333333333,0,5,1,0
12405.0,54,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,15.87037037037037,0,Finland,1,31.67388888888889,0,54,0,1
12406.0,108,3280.75,2011-06-09 10:23:00,2011-11-17 19:22:00,16.75,3,Denmark,1,30.377314814814813,5,105,0,1
12407.0,77,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,18.38961038961039,0,Belgium,1,22.183376623376624,7,77,0,1
12408.0,113,2842.57,2011-03-24 14:46:00,2011-11-07 12:30:00,12.380530973451327,8,Belgium,1,25.155486725663717,8,105,0,1
12409.0,114,11056.93,2011-06-10 12:19:00,2011-09-22 10:38:00,48.62280701754386,5,Switzerland,1,96.99061403508772,3,109,0,1
12410.0,28,681.0799999999999,2011-02-04 10:38:00,2011-02-11 15:47:00,7.464285714285714,2,Switzerland,1,24.32428571428571,0,26,0,1
12412.0,61,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,13.59016393442623,0,Denmark,1,20.112786885245903,3,61,0,1
12413.0,40,694.15,2011-01-06 16:12:00,2011-10-04 09:00:00,7.05,2,France,1,17.353749999999998,9,38,0,1
12414.0,18,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,16.666666666666668,0,Austria,1,31.244999999999997,3,18,0,1
12415.0,778,123725.45,2011-01-06 11:12:00,2011-11-15 14:22:00,99.2827763496144,62,Australia,1,159.0301413881748,10,716,0,1
12417.0,198,3578.8,2010-12-17 11:51:00,2011-12-06 14:52:00,7.7727272727272725,6,Belgium,1,18.074747474747475,12,192,0,1
12418.0,34,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,11.970588235294118,0,Switzerland,1,19.664117647058823,0,34,0,1
12420.0,29,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,11.89655172413793,0,Cyprus,1,20.70310344827586,0,29,0,1
12421.0,46,806.27,2011-01-24 15:09:00,2011-11-24 09:07:00,10.5,1,Spain,1,17.527608695652173,10,45,0,1
12422.0,39,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,9.487179487179487,0,Australia,1,20.604102564102565,8,39,0,1
12423.0,126,1849.11,2010-12-21 10:54:00,2011-12-09 10:10:00,10.531746031746032,1,Belgium,1,14.67547619047619,12,125,0,1
